상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,경도,위도
A,골목상권,3110391,샘말어린이공원,202929,463310,11320,도봉구,11320700,방학2동,245401,127.03398691232825,37.67218417682805
A,골목상권,3110392,발바닥공원,202856,462194,11320,도봉구,11320681,쌍문4동,10355,127.03315519381296,37.662129543891865
A,골목상권,3110393,국민은행방학지점,202933,462499,11320,도봉구,11320710,방학3동,21358,127.03402906516496,37.6648772757454
A,골목상권,3110373,수유역 2번,202534,459700,11305,강북구,11305595,번1동,84732,127.02949740349273,37.63966013829991
A,골목상권,3110374,송중초등학교,202711,457804,11305,강북구,11305545,송중동,204374,127.03149595256424,37.62257709379214
A,골목상권,3110375,서울북부고용노동지청,202797,459422,11305,강북구,11305603,번2동,58262,127.0324761552102,37.63715467710924
A,골목상권,3110376,수송초등학교,202774,459976,11305,강북구,11305595,번1동,208928,127.03221762735804,37.64214615865324
A,골목상권,3110377,미아사거리역 3번,202936,456864,11305,강북구,11305545,송중동,35635,127.0340409310653,37.61410720289173
A,골목상권,3110378,송중동주민센터,203052,457230,11305,강북구,11305545,송중동,53154,127.03535625567255,37.61740442330691
A,골목상권,3110379,KT&G 북부지사,203145,459526,11305,강북구,11305595,번1동,32184,127.03641930203544,37.63809059340605
A,골목상권,3110380,강북문화정보도서관,203187,458642,11305,강북구,11305603,번2동,40504,127.03689137699683,37.6301258064318
A,골목상권,3110381,번동주공2단지,203912,458714,11305,강북구,11305608,번3동,50484,127.04510495777154,37.63077176316619
A,골목상권,3110382,솔밭공원역 1번,201230,461803,11320,도봉구,11320660,쌍문1동,40166,127.01472643213718,37.6586102375178
A,골목상권,3110383,덕성여대시반거리,201215,461310,11320,도봉구,11320660,쌍문1동,43039,127.01455566244948,37.65416845122219
A,골목상권,3110780,신길대성유니드아파트,191436,444742,11560,영등포구,11560670,신길5동,87225,126.90393306777156,37.504853419270965
A,골목상권,3110781,대림한신아파트,191471,443882,11560,영등포구,11560700,대림1동,84160,126.90433894516994,37.49710516891789
A,골목상권,3110782,영등포시장역 4번,191491,446960,11560,영등포구,11560535,영등포동,30037,126.9045292386731,37.5248380041046
A,골목상권,3110783,영등포시장역 1번,191527,447259,11560,영등포구,11560535,영등포동,49012,126.90493301942792,37.527532308164425
A,골목상권,3110387,쌍문초등학교,202159,461198,11320,도봉구,11320660,쌍문1동,143845,127.02525294560289,37.6531576922492
A,골목상권,3110388,도봉우체국,202678,460881,11320,도봉구,11320680,쌍문3동,55371,127.0311331474647,37.6503002708537
A,골목상권,3110389,한일병원,202647,460524,11320,도봉구,11320680,쌍문3동,52890,127.03078060547708,37.64708387496381
A,골목상권,3110394,방학중학교,203106,463000,11320,도봉구,11320700,방학2동,157817,127.03599190588852,37.66939059333863
A,골목상권,3110395,신한은행 방학동지점,203218,462687,11320,도봉구,11320690,방학1동,52472,127.03726002002752,37.666570170819774
A,골목상권,3110430,중계초등학교,206575,461975,11350,노원구,11350624,중계4동,11185,127.07530220203364,37.660137580067456
A,골목상권,3110431,상계역,206556,462351,11350,노원구,11350624,중계4동,55707,127.07509021587268,37.66352537355858
A,골목상권,3110480,연신내역 3번,193392,457581,11380,은평구,11380520,불광1동,77808,126.9259378643096,37.62054751091553
A,골목상권,3110481,불광역 7번,193522,456966,11380,은평구,11380570,대조동,88375,126.92741588565136,37.61500741862052
A,골목상권,3110455,역촌노인복지관,192271,455990,11380,은평구,11380625,역촌동,155405,126.91325713766192,37.60620409976697
A,골목상권,3110456,구산보건지소,192317,456472,11380,은평구,11380560,구산동,170875,126.91377298247636,37.61054721667804
A,골목상권,3110457,예일여고,192325,456907,11380,은평구,11380560,구산동,93412,126.9138589870268,37.61446654865727
A,골목상권,3110505,홍남교남측,193361,452692,11410,서대문구,11410615,연희동,21259,126.92563147302933,37.576498236488426
A,골목상권,3110506,연희임광아파트,193454,451816,11410,서대문구,11410615,연희동,25732,126.9266921684328,37.56860626402599
A,골목상권,3110483,연천초등학교,193551,457851,11380,은평구,11380520,불광1동,67748,126.92773646822124,37.622981294693645
A,골목상권,3110484,역촌역 3번,193559,456301,11380,은평구,11380510,녹번동,191591,126.92784086792946,37.60901615890182
A,골목상권,3110470,신진과학기술고등학교,192849,455298,11380,은평구,11380580,응암1동,34929,126.91980975831684,37.5999740181648
A,골목상권,3110471,응암동우체국,192874,454645,11380,은평구,11380590,응암2동,123744,126.92009926820778,37.59409079542394
A,골목상권,3110517,서대문소방서,194394,452679,11410,서대문구,11410615,연희동,63408,126.93732556773163,37.57638804599868
A,골목상권,3110491,불광중학교,194346,458292,11380,은평구,11380530,불광2동,300653,126.9367383549169,37.62695989881784
A,골목상권,3110492,하나고등학교,194584,460074,11380,은평구,11380690,진관동,133323,126.93942107633292,37.64301676634852
A,골목상권,3110493,북가좌초등학교,191669,452953,11410,서대문구,11410710,북가좌1동,44322,126.90647434290884,37.57883594265718
A,골목상권,3110507,명지대학교,193437,453250,11410,서대문구,11410685,홍은2동,176999,126.92648678031644,37.58152628725412
A,골목상권,3110508,서연중학교,193595,452248,11410,서대문구,11410615,연희동,171649,126.92828436835887,37.57249952925558
A,골목상권,3110534,경기대학교,196485,451629,11410,서대문구,11410565,충현동,71787,126.9610016651284,37.56693817513406
A,골목상권,3110535,영천시장입구,196528,452201,11410,서대문구,11410520,천연동,34671,126.96148562316029,37.572091991612496
A,골목상권,3110519,서대문구보건소별관,194442,453988,11410,서대문구,11410620,홍제1동,115619,126.93785890615982,37.58818224085873
A,골목상권,3110520,경의중앙 신촌역,194757,450919,11410,서대문구,11410585,신촌동,60585,126.94144761011437,37.560532824977805
A,골목상권,3110566,경의선책거리,193685,450750,11440,마포구,11440660,서교동,156743,126.92931617867876,37.55900335783954
A,골목상권,3110542,마포구청역 7번,191345,451292,11440,마포구,11440700,망원2동,123656,126.902826163144,37.56386754815392
A,골목상권,3110543,중암중학교,191421,452638,11440,마포구,11440730,성산2동,21216,126.90367050662768,37.57599554457372
A,골목상권,3110544,망리단길,191619,450607,11440,마포구,11440690,망원1동,311648,126.90593531649384,37.55769833097151
A,골목상권,3110545,마포구청역 1번,191544,451746,11440,마포구,11440730,성산2동,87346,126.90507327156594,37.56795989181543
A,골목상권,3110584,아현역 4번,195866,450839,11440,마포구,11440555,아현동,14177,126.95399973861224,37.55981775218068
A,골목상권,3110553,가좌역 2번,192127,452064,11440,마포구,11440730,성산2동,83965,126.91166887789294,37.57083023649787
A,골목상권,3110554,망원역 1번,192277,450762,11440,마포구,11440660,서교동,126268,126.91338063240666,37.55910065686091
A,골목상권,3110555,홍익지구대,192243,450433,11440,마포구,11440660,서교동,21035,126.9129993341793,37.55613611583999
A,골목상권,3110580,양원초등학교,195137,450415,11440,마포구,11440600,대흥동,39360,126.94575183681206,37.55599394833301
A,골목상권,3110582,이대역 5번,195312,450646,11440,마포구,11440610,염리동,53599,126.94773087209936,37.558076153015065
A,골목상권,3110583,공덕래미안3차아파트,195817,449922,11440,마포구,11440555,아현동,7972,126.9534504683034,37.55155545059039
A,골목상권,3110567,광흥창역 6번,193708,449746,11440,마포구,11440655,서강동,21814,126.92958518216126,37.54995758059562
A,골목상권,3110568,광흥창역 1번,193929,449952,11440,마포구,11440655,서강동,25225,126.932084385967,37.55181511749339
A,골목상권,3110421,석계역 1번,205573,457361,11350,노원구,11350560,월계1동,69794,127.06391165646843,37.618573065848594
A,골목상권,3110422,노원역 9번,205580,462171,11350,노원구,11350720,상계10동,35324,127.06402723961592,37.66191000172184
A,골목상권,3110585,마포경찰서,195953,450143,11440,마포구,11440555,아현동,18216,126.95498829503931,37.55354725577639
A,골목상권,3110586,서울서부지방법원,196159,450001,11440,마포구,11440565,공덕동,132139,126.95732034277393,37.55226874510725
A,골목상권,3110587,공덕동주민센터,196316,449878,11440,마포구,11440565,공덕동,76629,126.95909770209664,37.55116117837802
A,골목상권,3110447,구산초등학교,191809,457108,11380,은평구,11380560,구산동,36415,126.9080124175138,37.61627303225863
A,골목상권,3110448,상신초등학교입구,191804,455212,11380,은평구,11380632,신사2동,61765,126.90797717970425,37.59919038826405
A,골목상권,3110409,창동역 2번,203829,461718,11320,도봉구,11320515,창5동,77642,127.0441801537922,37.657837435566414
A,골목상권,3110410,방학역 2번,203939,463274,11320,도봉구,11320690,방학1동,130951,127.04543501544472,37.671856120417
A,골목상권,3110411,도봉역 3번,204032,464014,11320,도봉구,11320522,도봉2동,90321,127.04649318410452,37.6785229126992
A,골목상권,3110412,창동중학교,204240,462445,11320,도봉구,11320514,창4동,21146,127.04884207645463,37.66438573802973
A,골목상권,3110436,상계제일중학교,206697,462140,11350,노원구,11350624,중계4동,41545,127.0766863397523,37.66162331309655
A,골목상권,3110437,당고개역 2번,206846,463073,11350,노원구,11350665,상계3?4동,83701,127.07838367339816,37.67002829809681
A,골목상권,3110438,경춘선숲길 우측,206924,458484,11350,노원구,11350600,공릉2동,100071,127.07922468733776,37.62868197700016
A,골목상권,3110423,석계역 2번,205719,457498,11350,노원구,11350560,월계1동,58165,127.06556642764512,37.61980652240953
A,골목상권,3110472,연신내역 4번,193000,457351,11380,은평구,11380570,대조동,134157,126.92149986477818,37.618472330726064
A,골목상권,3110473,구산역 1번,193014,457016,11380,은평구,11380570,대조동,185580,126.92166166757578,37.61545415556128
A,골목상권,3110449,증산역 3번,191787,453767,11380,은평구,11380640,증산동,154127,126.90780100089307,37.58617102719547
A,골목상권,3110494,증산3교남측,191718,453280,11410,서대문구,11410710,북가좌1동,32244,126.9070253372884,37.58178260942307
A,골목상권,3110495,북가좌2동주민센터,192016,453516,11410,서대문구,11410720,북가좌2동,183812,126.91039646745934,37.58391158594973
A,골목상권,3110560,마포FM,192787,451180,11440,마포구,11440710,연남동,60230,126.91914855624722,37.56287095596103
A,골목상권,3110561,상수역 4번,193020,449646,11440,마포구,11440655,서강동,81410,126.92180045644292,37.54905159098299
A,골목상권,3111078,굽은다리역 4번,212791,449269,11740,강동구,11740685,길동,207328,127.14552786426202,37.54559395188393
A,골목상권,3110485,연신내우체국,193759,458017,11380,은평구,11380530,불광2동,103329,126.93009114971098,37.62447836948875
A,골목상권,3110486,은평구청,193642,455881,11380,은평구,11380510,녹번동,63348,126.92878455626598,37.6052326195137
A,골목상권,3110487,불광역 8번,193806,456935,11380,은평구,11380520,불광1동,23276,126.9306328069788,37.614730090659
A,골목상권,3110521,홍제역 4번,194925,454327,11410,서대문구,11410620,홍제1동,30428,126.94332514666183,37.59123940076339
A,골목상권,3110522,홍제역 3번,195088,454097,11410,서대문구,11410620,홍제1동,37420,126.9451723016057,37.58916803199906
A,골목상권,3110523,홍제성원아파트,195052,453807,11410,서대문구,11410620,홍제1동,14283,126.94476668104724,37.58655498082936
A,골목상권,3110524,연희세브란스병원,195078,451634,11410,서대문구,11410585,신촌동,30580,126.94507583059573,37.56697668523886
A,골목상권,3110496,모래내우체국,192218,453273,11410,서대문구,11410720,북가좌2동,69544,126.91268601923076,37.58172393575012
A,골목상권,3110546,양화대교북단,191662,450075,11440,마포구,11440680,합정동,102440,126.90642806225723,37.552905462484574
A,골목상권,3110547,KB국민은행 망원동지점,191646,451113,11440,마포구,11440700,망원2동,72666,126.90623508575322,37.562257578562345
A,골목상권,3110458,선일여고,192396,457958,11380,은평구,11380552,갈현2동,118649,126.91465212912225,37.62393643639998
A,골목상권,3110459,응암역 2번,192366,455560,11380,은평구,11380631,신사1동,104660,126.91433752580788,37.60233067829501
A,골목상권,3110460,구산역 4번,192498,457218,11380,은평구,11380552,갈현2동,149102,126.9158151983402,37.61727003534632
A,골목상권,3110536,돈의문센트레빌아파트입구,196793,451833,11410,서대문구,11410565,충현동,21586,126.96448700080596,37.568777335812015
A,골목상권,3110537,충정로현대아파트,196781,451522,11410,서대문구,11410565,충현동,52786,126.96435256186088,37.56597521982108
A,골목상권,3110538,충정로역 3번,196883,451251,11410,서대문구,11410565,충현동,16657,126.96550825813516,37.56353389844649
A,골목상권,3110539,미근동,197093,451559,11410,서대문구,11410565,충현동,48052,126.96788388811548,37.56630964437283
A,골목상권,3110525,홍은종합사회복지관,195233,455053,11410,서대문구,11410660,홍은1동,35519,126.94680773603136,37.59778221092135
A,골목상권,3110569,홍대땡땡거리,193992,450570,11440,마포구,11440655,서강동,84934,126.9327922243328,37.55738365089967
A,골목상권,3110570,KB국민은행 서강지점,194258,449405,11440,마포구,11440630,신수동,24575,126.93581190186732,37.5468888296617
A,골목상권,3110548,마포구청역 4번,191712,451412,11440,마포구,11440720,성산1동,113289,126.9069786867692,37.56495213232957
A,골목상권,3110400,도봉구보건소,203457,462153,11320,도봉구,11320670,쌍문2동,123299,127.0399663865892,37.661758121526745
A,골목상권,3110401,도봉구민회관,203483,461709,11320,도봉구,11320515,창5동,44767,127.0402589754836,37.65775770060927
A,골목상권,3110415,수락산역 4번,204689,464016,11350,노원구,11350630,상계1동,197508,127.05394088803727,37.67853785735936
A,골목상권,3110461,새절역 2번,192506,454562,11380,은평구,11380600,응암3동,33922,126.91593323108007,37.59334003149227
A,골목상권,3110588,한겨레신문사,196474,449809,11440,마포구,11440565,공덕동,72183,126.96088606116042,37.55054012357646
A,골목상권,3110589,애오개역 3번,196507,450469,11440,마포구,11440565,공덕동,31214,126.96125630692217,37.55648678746756
A,골목상권,3110571,신수동주민센터,194370,449562,11440,마포구,11440630,신수동,75550,126.93707806977116,37.5483040836886
A,골목상권,3110572,서강대역 1번,194437,450111,11440,마포구,11440630,신수동,148225,126.93783204389302,37.55325093217757
A,골목상권,3110424,상계초등학교,205957,462130,11350,노원구,11350640,상계2동,75911,127.06829959224832,37.66153826137401
A,골목상권,3110402,도봉구 정병원,203471,462457,11320,도봉구,11320690,방학1동,118386,127.04012647194835,37.66449702907055
A,골목상권,3110403,방학1동주민센터,203537,462802,11320,도봉구,11320690,방학1동,153054,127.04087614219632,37.66760513880319
A,골목상권,3110404,신창초등학교,203576,459627,11320,도봉구,11320513,창3동,297142,127.04130291545752,37.63899903509832
A,골목상권,3110450,시립서북병원,191983,456211,11380,은평구,11380560,구산동,195983,126.90999312274828,37.60819278383377
A,골목상권,3111084,길동신동아아파트,213077,449188,11740,강동구,11740685,길동,20962,127.14876272411372,37.5448601599482
A,골목상권,3111085,묘곡초등학교(고덕아이파크아파트),213598,451279,11740,강동구,11740550,고덕1동,144712,127.15469670709383,37.5636923049101
A,골목상권,3111086,한영중고,213661,449837,11740,강동구,11740540,명일2동,75463,127.15538305461132,37.55069914875544
A,골목상권,3111087,고덕중학교(고덕2동주민센터),214375,451335,11740,강동구,11740560,고덕2동,63497,127.1634922329372,37.564185119843685
A,골목상권,3111088,고덕동성당,215015,451172,11740,강동구,11740560,고덕2동,71669,127.1707327626098,37.56270635451769
A,골목상권,3110439,당고개역 5번,206942,463518,11350,노원구,11350665,상계3?4동,99026,127.0794759895784,37.67403690714529
A,골목상권,3110440,상계3동4동주민센터,207404,463610,11350,노원구,11350665,상계3?4동,54632,127.08471378566978,37.67486222322268
A,골목상권,3110441,영신여고,207291,461205,11350,노원구,11350619,중계본동,54737,127.08340908632908,37.65319472798104
A,골목상권,3110442,화랑대철도공원,207943,458309,11350,노원구,11350600,공릉2동,20050,127.09076636603614,37.62709709940032
A,골목상권,3110425,계상초등학교,206006,462411,11350,노원구,11350670,상계5동,104277,127.06885721167104,37.66406968015133
A,골목상권,3110474,세명컴퓨터고등학교,193094,458463,11380,은평구,11380530,불광2동,125765,126.92255398529012,37.62849193315624
A,골목상권,3110451,증산역 4번,192207,454149,11380,은평구,11380640,증산동,178167,126.9125520937765,37.58961646598532
A,골목상권,3110497,가좌역 3번,192369,452344,11410,서대문구,11410690,남가좌1동,27096,126.91440527248226,37.573355051938776
A,골목상권,3110509,연희대우아파트앞,193678,451158,11410,서대문구,11410585,신촌동,117804,126.9292334031578,37.56267934313967
A,골목상권,3110510,홍연시장,193904,453009,11410,서대문구,11410615,연희동,42513,126.93177579702945,37.579358153657616
A,골목상권,3110556,절두산순교성지,192375,449482,11440,마포구,11440680,합정동,41215,126.91450318381048,37.54756881400702
A,골목상권,3110488,우리은행응암동지점,193806,455674,11380,은평구,11380580,응암1동,93490,126.930643588303,37.60336871669679
A,골목상권,3110489,불광역 3번,193908,456402,11380,은평구,11380510,녹번동,31324,126.93179256418816,37.60992855126661
A,골목상권,3110490,녹번동근린공원,193973,456174,11380,은평구,11380510,녹번동,128235,126.93253061802532,37.60787474643631
A,골목상권,3110475,백련산해모로아파트,193130,455354,11380,은평구,11380580,응암1동,70709,126.92299126446636,37.60048072828469
A,골목상권,3110476,역촌역 2번,193193,456536,11380,은평구,11380570,대조동,31638,126.92369358572596,37.61113080372495
A,골목상권,3110526,봉원사,195306,452138,11410,서대문구,11410585,신촌동,112347,126.94765328868684,37.57151886877406
A,골목상권,3110498,증산역 1번,192362,454070,11410,서대문구,11410720,북가좌2동,115165,126.91430789643248,37.58890599829922
A,골목상권,3110499,연가초등학교,192836,453604,11410,서대문구,11410720,북가좌2동,122136,126.91967926085428,37.58471125366161
A,골목상권,3110500,남가좌동현대아파트,192917,452686,11410,서대문구,11410700,남가좌2동,26069,126.92060526621844,37.57644083943965
A,골목상권,3110462,갈현건영아파트,192582,458461,11380,은평구,11380551,갈현1동,155714,126.91675391765006,37.62846988963069
A,골목상권,3110463,응암3동주민센터,192604,454716,11380,은평구,11380600,응암3동,53976,126.91704131340512,37.59472834512457
A,골목상권,3110464,연신내역 5번,192658,457512,11380,은평구,11380552,갈현2동,99182,126.91762447724906,37.619920217372055
A,골목상권,3110540,망원나들목체육관,191170,450546,11440,마포구,11440690,망원1동,61616,126.90085446835556,37.55714450513037
A,골목상권,3110541,동교초등학교,191287,450928,11440,마포구,11440700,망원2동,101027,126.90217404470684,37.56058740197219
A,골목상권,3110527,홍제역 2번,195323,454390,11410,서대문구,11410640,홍제3동,106073,126.94783115575702,37.59180915649313
A,골목상권,3110528,서울여자간호대학교,195385,455125,11410,서대문구,11410640,홍제3동,59337,126.94852847033695,37.598431704145625
A,골목상권,3110573,신촌역 6번,194527,450416,11440,마포구,11440600,대흥동,9367,126.9388482642625,37.555999496018735
A,골목상권,3110549,새터산,191929,451850,11440,마포구,11440730,성산2동,101078,126.90942997957802,37.56890039773695
A,골목상권,3110550,합정역 8번,191993,450196,11440,마포구,11440680,합정동,173803,126.91017260713132,37.55399861669544
A,골목상권,3111079,둔촌고등학교(둔촌중학교),212802,447928,11740,강동구,11740700,둔촌2동,66695,127.1456290832328,37.53351152601025
A,골목상권,3111080,굽은다리역 3번,212907,449841,11740,강동구,11740530,명일1동,83549,127.14685049246528,37.5507459980099
A,골목상권,3111082,중앙보훈병원,213045,448204,11740,강동구,11740700,둔촌2동,21834,127.14838323515788,37.53599487306764
A,골목상권,3111083,GS강동자이아파트,213004,448764,11740,강동구,11740685,길동,81524,127.14792921453343,37.541040992619685
A,골목상권,3110593,신월3동주민센터,184691,448235,11470,양천구,11470580,신월3동,177705,126.82757702629992,37.53623740780776
A,골목상권,3110594,신월중학교,184761,449104,11470,양천구,11470600,신월5동,77868,126.82835092117227,37.5440681609746
A,골목상권,3110595,메디힐병원,184977,448713,11470,양천구,11470600,신월5동,187236,126.83080309530646,37.54054885582319
A,골목상권,3110575,대흥동주민센터,194807,450616,11440,마포구,11440600,대흥동,71531,126.94201568127004,37.55780311436448
A,골목상권,3110576,대흥역 3번,195036,449638,11440,마포구,11440600,대흥동,76040,126.94461411000331,37.54899270887183
A,골목상권,3110426,상계2동주민센터,206148,461865,11350,노원구,11350640,상계2동,130017,127.07046204876892,37.65914943648066
A,골목상권,3110405,방학역 1번,203619,463278,11320,도봉구,11320690,방학1동,185625,127.0418078686074,37.67189345386687
A,골목상권,3110452,새절역 3번,192273,454515,11380,은평구,11380632,신사2동,112690,126.91329547998994,37.5929146269303
A,골목상권,3110557,홍대부속여중고앞,192530,450970,11440,마포구,11440660,서교동,112569,126.91624189577752,37.560976815614055
A,골목상권,3110558,경성고등학교,192565,451651,11440,마포구,11440720,성산1동,321532,126.9166310668262,37.56711282865323
A,골목상권,3110559,성산중학교,192688,449683,11440,마포구,11440680,합정동,100801,126.91804308486294,37.549382361345
A,골목상권,3110413,누원고등학교,204198,464883,11320,도봉구,11320522,도봉2동,74353,127.04837986919186,37.68635161304635
A,골목상권,3110444,수색성당,191453,453224,11380,은평구,11380640,증산동,73705,126.90402587397875,37.58127561833368
A,골목상권,3110446,내를건너서숲으로도서관,191796,454593,11380,은평구,11380632,신사2동,59764,126.90789357649705,37.59361323347989
A,골목상권,3110428,상계5동주민센터,206276,462728,11350,노원구,11350670,상계5동,217725,127.07192000936708,37.66692397698168
A,골목상권,3110477,은평세무서,193336,455907,11380,은평구,11380510,녹번동,101732,126.92531893730876,37.60546468830898
A,골목상권,3110478,응암1동주민센터,193406,455584,11380,은평구,11380580,응암1동,61196,126.9261146111014,37.602555025712576
A,골목상권,3110453,신사1동주민센터,192303,455136,11380,은평구,11380631,신사1동,209465,126.91362858690746,37.5985099844943
A,골목상권,3110454,선정중학교,192299,457526,11380,은평구,11380552,갈현2동,117225,126.9135579373221,37.62004339353484
A,골목상권,3110511,연희초등학교,194055,451806,11410,서대문구,11410615,연희동,200962,126.93349510477864,37.5685202807161
A,골목상권,3110512,연희지하차도,194158,453091,11410,서대문구,11410615,연희동,112524,126.93465063307336,37.580098625813626
A,골목상권,3110513,연희파출소,194116,452409,11410,서대문구,11410615,연희동,81070,126.9341806858292,37.57395362912748
A,골목상권,3110515,홍은중학교,194180,454791,11410,서대문구,11410685,홍은2동,64938,126.9348860426952,37.59541550548855
A,골목상권,3110516,정원여중,194259,453935,11410,서대문구,11410685,홍은2동,65332,126.93578736526406,37.58770358343497
A,골목상권,3110564,홍대입구역 3번,193428,451158,11440,마포구,11440660,서교동,49371,126.92640382126189,37.56267757693742
A,골목상권,3110479,연신내역 2번,193382,458068,11380,은평구,11380530,불광2동,102295,126.92582014449516,37.62493520641678
A,골목상권,3110529,홍제3동주민센터,195418,454778,11410,서대문구,11410640,홍제3동,113498,126.94890435525046,37.595305458675405
A,골목상권,3110501,연희어린이공원,193028,452001,11410,서대문구,11410615,연희동,123377,126.921868404499,37.57026993583798
A,골목상권,3110502,남가좌파출소,193174,452938,11410,서대문구,11410700,남가좌2동,125757,126.92351224286963,37.57871328224142
A,골목상권,3110503,명지대학교교회,193247,453681,11410,서대문구,11410700,남가좌2동,154746,126.92433174726098,37.58540814622161
A,골목상권,3110482,연신초등학교,193583,458450,11380,은평구,11380530,불광2동,35348,126.92809363882944,37.62837838301925
A,골목상권,3110532,아현역 2번,196252,451127,11410,서대문구,11410555,북아현동,61152,126.9583669519542,37.56241427811688
A,골목상권,3110533,충정로역 7번,196504,451105,11410,서대문구,11410555,북아현동,39228,126.96121926884744,37.56221706848387
A,골목상권,3110565,홍익대,193630,450369,11440,마포구,11440655,서강동,43573,126.92869704166748,37.55557020669009
A,골목상권,3110419,수락산디자인거리,205038,464087,11350,노원구,11350630,상계1동,125994,127.0578976042654,37.67917572206883
A,골목상권,3110530,아현역 1번,195903,450890,11410,서대문구,11410555,북아현동,17473,126.95441821169852,37.5602774244639
A,골목상권,3110577,용강동주민센터,195056,449322,11440,마포구,11440590,용강동,26040,126.9448425907455,37.54614568618364
A,골목상권,3110578,대흥역 2번,195146,449859,11440,마포구,11440610,염리동,111950,126.94585741824672,37.550984491454095
A,골목상권,3110551,성서초등학교,192011,451116,11440,마포구,11440720,성산1동,102638,126.91036621716547,37.56228786973156
A,골목상권,3110552,성미산체육관,192075,451621,11440,마포구,11440720,성산1동,97940,126.91108508641594,37.56683841453698
A,골목상권,3110590,만리재,196687,450062,11440,마포구,11440565,공덕동,59702,126.96329531139006,37.55282043460394
A,골목상권,3110591,충정로역 6번,196681,450974,11140,중구,11140680,중림동,51038,126.9632232057794,37.56103743955408
A,골목상권,3110592,서울금융고등학교,184589,448509,11470,양천구,11470580,신월3동,42118,126.82641719698638,37.53870441159769
A,골목상권,3110420,광운대역 1번,205266,457942,11350,노원구,11350560,월계1동,50431,127.06043846010589,37.62380954485163
A,골목상권,3110468,응암역 3번,192780,455968,11380,은평구,11380625,역촌동,243033,126.91902173879696,37.60601005384163
A,골목상권,3110469,응암정보도서관,192812,454074,11380,은평구,11380600,응암3동,197026,126.91940288954842,37.58894569193931
A,골목상권,3110579,마포역 4번,195146,448511,11440,마포구,11440585,도화동,55046,126.94586644681708,37.53883912716492
A,골목상권,3110429,공릉동 국수거리,206455,457940,11350,노원구,11350595,공릉1동,160554,127.07390694817674,37.62378403216868
A,골목상권,3110406,도봉산역 1번,203718,465573,11320,도봉구,11320521,도봉1동,247532,127.0429415182952,37.69257033830007
A,골목상권,3110407,도봉역 2번,203614,463983,11320,도봉구,11320521,도봉1동,454340,127.04175462338912,37.67824532311524
A,골목상권,3110408,가인초등학교,203661,462129,11320,도봉구,11320515,창5동,53197,127.0422782737116,37.66154111171736
A,골목상권,3110432,대진고등학교,206468,459617,11350,노원구,11350611,하계1동,69099,127.07406889225145,37.638893340389416
A,골목상권,3110433,공릉역 2번,206692,458322,11350,노원구,11350595,공릉1동,95309,127.076595047144,37.62722409349576
A,골목상권,3110434,태릉입구역 4번,206724,457916,11350,노원구,11350595,공릉1동,38090,127.07695385017767,37.62356588874216
A,골목상권,3110435,서울과학기술대,206727,458887,11350,노원구,11350600,공릉2동,17818,127.07699667832092,37.63231436650088
A,골목상권,3110692,큰굴다리,186407,444470,11530,구로구,11530740,개봉1동,68249,126.84706228917668,37.502342040564855
A,골목상권,3110693,오류동역 4번,186407,444108,11530,구로구,11530770,오류1동,9129,126.84706900692288,37.49908043747049
A,골목상권,3110694,세곡초등학교,186504,445043,11530,구로구,11530730,고척2동,196285,126.84814871983642,37.50750616947946
A,골목상권,3110695,개봉1동주민센터,186895,444572,11530,구로구,11530730,고척2동,191612,126.85257934552747,37.50326814222119
A,골목상권,3110696,오류동역 1번,186908,443849,11530,구로구,11530750,개봉2동,87977,126.85273929105348,37.49675412874831
A,골목상권,3110663,우장산롯데캐슬아파트앞,186697,450527,11500,강서구,11500591,화곡6동,38550,126.85023177926944,37.55691930897181
A,골목상권,3110664,강서구청옆,186927,450211,11500,강서구,11500591,화곡6동,22736,126.85284044368586,37.55407549596055
A,골목상권,3110665,곰달래도서관,186976,447805,11500,강서구,11500550,화곡2동,205223,126.85343785571996,37.53239839614179
A,골목상권,3110666,KC대학교,186979,449983,11500,강서구,11500591,화곡6동,48432,126.8534329919713,37.55202198384681
A,골목상권,3110667,가양역 10번,187021,451363,11500,강서구,11500535,등촌3동,29342,126.85388376510856,37.564456196384185
A,골목상권,3110749,금산초등학교(금천고등학교),191606,438077,11545,금천구,11545690,시흥3동,145627,126.90593219989692,37.44480325199716
A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),191736,439818,11545,금천구,11545700,시흥4동,113692,126.90738161562224,37.4604909243029
A,골목상권,3110681,온수역 1번,184516,443619,11530,구로구,11530790,수궁동,82313,126.82569461856568,37.49464468031668
A,골목상권,3110683,오류고등학교,184751,444388,11530,구로구,11530790,수궁동,41660,126.82833600207508,37.50157725569918
A,골목상권,3110703,개봉역,187529,443979,11530,구로구,11530740,개봉1동,119182,126.8597595592227,37.497934058627415
A,골목상권,3110706,그라운드 고척,188121,444651,11530,구로구,11530720,고척1동,44173,126.86644330097144,37.50399659527783
A,골목상권,3110722,G타워,190905,442315,11530,구로구,11530540,구로3동,84987,126.89795787365942,37.4829810798176
A,골목상권,3110723,가산디지털단지역 1번 출입구,189704,442648,11545,금천구,11545510,가산동,42837,126.88437434420018,37.48596872613979
